,year,mean-temp(celsius),stnid,Station name,Prov,%Miss,Lat(deg),Long(deg),Elev(m),Joined,RCS
25340,1974,-14.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25341,1975,-11.7,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25342,1976,-11.5,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25343,1977,-12.1,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25344,1978,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25345,1979,-19.5,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25346,1980,-11.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25347,1981,-10.6,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25348,1982,-18.2,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25349,1983,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25350,1984,-12.0,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25351,1985,-15.7,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25352,1986,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25353,1987,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25354,1988,-11.0,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25355,1989,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25356,1990,-10.6,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25357,1991,-12.0,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25358,1992,-7.7,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25359,1993,-14.1,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25360,1994,-16.1,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25361,1995,-11.2,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25362,1996,-15.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25363,1997,-16.0,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25364,1998,-7.5,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25365,1999,-11.5,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25366,2000,-9.0,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25367,2001,-14.6,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25368,2002,-9.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25369,2003,-12.0,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25370,2004,-13.1,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25371,2005,-11.7,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25372,2006,-7.3,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25373,2007,-11.6,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25374,2008,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25375,2009,-15.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25376,2010,-14.6,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25377,2011,-13.5,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25378,2012,-5.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25379,2013,-12.1,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25380,2014,-16.6,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25381,2015,-10.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25382,2016,-6.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25383,2017,-10.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25384,2018,-13.3,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25385,2019,-14.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25386,1941,-9999.9,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25387,1942,-12.1,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25388,1943,-17.5,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25389,1944,-11.5,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25390,1945,-14.3,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25391,1946,-17.1,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25392,1947,-9999.9,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25393,1948,-16.8,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25394,1949,-19.0,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25395,1950,-22.0,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25396,1951,-17.9,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25397,1952,-17.6,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25398,1953,-13.3,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25399,1954,-13.4,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25400,1955,-13.9,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25401,1956,-18.6,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25402,1957,-17.6,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25403,1958,-13.7,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25404,1959,-17.7,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25405,1960,-14.1,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25406,1961,-13.5,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25407,1962,-19.6,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25408,1963,-15.8,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25409,1964,-13.7,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25410,1965,-19.9,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25411,1966,-19.4,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25412,1967,-17.8,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25413,1968,-15.7,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25414,1969,-19.4,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25415,1970,-14.7,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25416,1971,-18.6,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25417,1972,-20.4,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25418,1973,-16.2,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25419,1974,-18.8,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25420,1975,-13.3,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25421,1976,-14.0,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25422,1977,-15.1,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25423,1978,-19.9,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25424,1979,-21.4,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25425,1980,-15.2,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25426,1981,-12.3,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25427,1982,-18.3,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25428,1983,-13.0,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25429,1984,-13.7,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25430,1985,-18.2,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25431,1986,-14.2,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25432,1987,-9.3,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25433,1988,-13.6,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25434,1989,-15.5,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25435,1990,-15.4,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25436,1991,-16.0,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25437,1992,-11.9,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25438,1993,-16.2,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25439,1994,-18.3,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25440,1995,-13.9,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25441,1996,-17.9,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25442,1997,-17.5,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25443,1998,-9.7,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25444,1999,-14.0,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25445,2000,-11.2,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25446,2001,-16.8,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25447,2002,-12.2,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25448,2003,-14.8,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25449,2004,-14.6,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25450,2005,-15.1,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25451,2006,-11.1,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25452,2007,-14.8,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25453,2008,-17.1,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25454,2009,-18.6,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25455,2010,-14.8,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25456,2011,-16.3,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25457,2012,-9.5,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25458,2013,-15.4,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25459,2014,-19.3,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25460,2015,-14.3,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25461,2016,-10.0,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25462,2017,-12.2,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25463,2018,-14.8,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25464,2019,-16.6,4019073,YORKTON,SASK,0.9,51.2,-102.4,49,y,y
25465,1939,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25466,1940,-11.0,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25467,1941,-14.3,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25468,1942,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25469,1943,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25470,1944,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25471,1945,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25472,1946,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25473,1947,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25474,1948,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25475,1949,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25476,1950,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25477,1951,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25478,1952,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25479,1953,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25480,1954,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25481,1955,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25482,1956,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25483,1957,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25484,1958,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25485,1959,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25486,1960,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25487,1961,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25488,1962,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25489,1963,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25490,1964,-9999.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25491,1965,-19.1,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25492,1966,-17.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25493,1967,-16.0,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25494,1968,-14.2,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25495,1969,-18.8,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25496,1970,-14.0,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25497,1971,-17.3,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25498,1972,-19.7,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25499,1973,-15.0,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25500,1974,-17.0,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25501,1975,-12.3,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25502,1976,-12.4,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25503,1977,-13.3,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25504,1978,-19.2,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25505,1979,-20.1,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25506,1980,-13.7,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25507,1981,-11.6,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25508,1982,-18.2,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25509,1983,-11.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25510,1984,-13.0,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25511,1985,-17.0,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25512,1986,-12.8,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25513,1987,-8.1,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25514,1988,-13.1,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25515,1989,-14.3,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25516,1990,-14.5,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25517,1991,-14.7,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25518,1992,-11.1,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25519,1993,-15.4,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25520,1994,-17.3,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25521,1995,-13.0,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25522,1996,-17.0,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25523,1997,-16.6,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25524,1998,-9.1,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25525,1999,-13.0,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25526,2000,-10.8,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25527,2001,-15.7,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25528,2002,-11.1,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25529,2003,-14.2,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25530,2004,-12.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25531,2005,-14.1,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25532,2006,-10.2,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25533,2007,-12.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25534,2008,-16.8,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25535,2009,-17.8,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25536,2010,-15.3,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25537,2011,-15.5,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25538,2012,-8.3,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25539,2013,-14.7,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25540,2014,-18.6,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25541,2015,-13.3,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25542,2016,-9.8,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25543,2017,-11.4,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25544,2018,-14.1,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25545,2019,-15.9,40190LN,WYNYARD,SASK,29.6,51.7,-104.2,56,y,n
25546,1953,-9999.9,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25547,1954,-10.2,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25548,1955,-11.6,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25549,1956,-16.9,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25550,1957,-14.2,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25551,1958,-10.0,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25552,1959,-15.5,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25553,1960,-12.3,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25554,1961,-10.3,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25555,1962,-16.6,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25556,1963,-13.5,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25557,1964,-10.4,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25558,1965,-18.4,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25559,1966,-16.3,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25560,1967,-13.5,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25561,1968,-13.0,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25562,1969,-17.6,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25563,1970,-13.5,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25564,1971,-15.5,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25565,1972,-17.7,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25566,1973,-12.3,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25567,1974,-15.6,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25568,1975,-12.4,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25569,1976,-11.5,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25570,1977,-12.5,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25571,1978,-18.3,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25572,1979,-19.1,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25573,1980,-12.0,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25574,1981,-10.5,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25575,1982,-17.6,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25576,1983,-10.2,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25577,1984,-12.0,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25578,1985,-15.6,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25579,1986,-11.1,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25580,1987,-7.0,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25581,1988,-10.6,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25582,1989,-14.7,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25583,1990,-9999.9,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25584,1991,-12.4,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25585,1992,-8.0,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25586,1993,-14.5,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25587,1994,-16.5,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25588,1995,-11.7,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25589,1996,-15.7,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25590,1997,-16.3,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25591,1998,-9999.9,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25592,1999,-12.2,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25593,2000,-9.4,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25594,2001,-14.9,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25595,2002,-10.0,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25596,2003,-12.1,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25597,2004,-12.7,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25598,2005,-12.4,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25599,2006,-7.8,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25600,2007,-12.3,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25601,2008,-13.7,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25602,2009,-16.4,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25603,2010,-15.0,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25604,2011,-14.0,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25605,2012,-6.7,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25606,2013,-12.9,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25607,2014,-17.2,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25608,2015,-11.8,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25609,2016,-7.8,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25610,2017,-11.7,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25611,2018,-14.0,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25612,2019,-15.0,401HP5R,WEYBURN,SASK,0.7,49.7,-103.8,58,y,n
25613,1956,-9999.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25614,1957,-13.8,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25615,1958,-8.3,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25616,1959,-13.3,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25617,1960,-9.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25618,1961,-8.1,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25619,1962,-14.2,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25620,1963,-10.7,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25621,1964,-7.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25622,1965,-16.4,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25623,1966,-14.2,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25624,1967,-9999.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25625,1968,-10.0,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25626,1969,-17.3,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25627,1970,-9999.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25628,1971,-9999.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25629,1972,-9999.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25630,1973,-9999.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25631,1974,-9999.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25632,1975,-9999.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25633,1976,-9999.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25634,1977,-9.5,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25635,1978,-16.4,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25636,1979,-17.8,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25637,1980,-10.3,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25638,1981,-7.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25639,1982,-14.7,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25640,1983,-7.0,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
25641,1984,-10.9,4020020,ABBEY,SASK,14.6,50.7,-108.7,69,n,n
